141,Esc. Est. Ambulat?rio Padre Jo?o Maria,Escola Estadual,-5.81368612102769,-35.2020218088041
142,Instituto Federal de Educa??o Ci?ncia e Tecnologia,Escola Federal,-5.81196778590615,-35.2032646555932
143,Esc. Est. Gal. Ant?nio V. Santos Rocha,Escola Estadual,-5.80985403890287,-35.196010635027
144,Esc. Est. Prof. Bartolomeu Fagundes,Escola Estadual,-5.80676990417063,-35.2037076791182
145,Esc. Est. Sebasti?o Fernandes de Oliveira,Escola Estadual,-5.79736634332444,-35.2044042077785
146,Esc. Est. Dr. Manoel Dantas,Escola Estadual,-5.79746088402539,-35.2040700047331
147,Prof?. Vilma Maria de Faria,CMEI,-5.81301670246919,-35.196482391075
148,Esc. Estadual Mascarenhas Homem,Escola Estadual,-5.80690090270283,-35.2088482950208
149,Esc. Est. Rotary Ens. 1? Grau,Escola Estadual,-5.80296500984134,-35.2310433161396
150,Esc. Est. Dr. Graciliano Lord?o,Escola Estadual,-5.80146638410142,-35.2302216359463
151,Esc. Mun. Ferreira Itajub?,Escola Municipal,-5.80080691012294,-35.2291752357617
152,Esc. Est. Rotary Club Natal Alecrim,Escola Estadual,-5.80170988765499,-35.2284726029811
153,Esc. Est. Prof?. Maria L?dia,Escola Estadual,-5.80167710818388,-35.2269724173767
154,Esc. Est. Prof?. Maria Montezuma,Escola Estadual,-5.80129397188622,-35.2360239899705
155,Esc. Est. Felizardo Moura,Escola Estadual,-5.79756067289897,-35.235128015361
156,Esc. Est. Prof. The?dulo C?mara,Escola Estadual,-5.79901311709668,-35.2316404474859
157,Esc. Mun. Prof. Berilo Wanderley,Escola Municipal,-5.80607681785406,-35.2308233027373
158,Esc. Mun. Prof? Ang?lica de Almeida Moura,Escola Municipal,-5.80301006184226,-35.2364919826057
159,Esc. Mun. Chico Santeiro,Escola Municipal,-5.79818665163885,-35.2415622235905
160,Nossa Senhora de Santana,CMEI,-5.79891355892228,-35.2390900918035
161,Esc. Est. Prof. Ivo Cavalcanti,Escola Estadual,-5.80538316409059,-35.2274751512601
162,Esc. Est. Ambulat?rio Matias Moreira,Escola Estadual,-5.81292208350586,-35.2249955763655
163,Esc. Est. Prof. Joaquim Lourival,Escola Estadual,-5.80908140973707,-35.2221195757308
164,Esc. Mun. Pref. M?rio Lira,Escola Municipal,-5.80846837149715,-35.2245389230147
165,Esc. Est. Prof?. Lia Campos,Escola Estadual,-5.80610164304046,-35.2278486919861
166,Esc. Est. Prof. Luiz Soares,Escola Estadual,-5.80677811875412,-35.2281287403925
167,Esc. Est. Jean Mermoz,Escola Estadual,-5.81662935127035,-35.2406133791618
168,Esc. Est. Irm? Sheila,Escola Estadual,-5.81346184265966,-35.246841826908
169,Esc. Est. Dep. M?rcio Marinho,Escola Estadual,-5.81259257576933,-35.2447718934939
170,Esc. Est. Prof?. Maria Ilka de Moura,Escola Estadual,-5.80808008909894,-35.2363766520642
171,Esc. Mun. Prof?. Francisca Ferreira Silva,Escola Municipal,-5.80932292743586,-35.2435791828092
172,Frei Dami?o,CMEI,-5.80830073568908,-35.2432711047062
173,Esc. Est. Prof?. Judith Bezerra de Melo,Escola Estadual,-5.82044610675101,-35.2298472127632
174,Esc. Est. Soldado Luiz Gonzaga,Escola Estadual,-5.81305574209621,-35.2302684515885
175,Esc. Mun. Professor Zuza,Escola Municipal,-5.81465389511774,-35.2308702426637
176,Esc. Mun. S?o Francisco de Assis,Escola Municipal,-5.81421476432465,-35.2348199672705
177,Prof?. Raquel Maria Filgueira,CMEI,-5.81752037701215,-35.234083328295
178,Esc. Mun. Djalma Maranh?o,Escola Municipal,-5.83044454621676,-35.2478040567708
179,Esc. Est. Eur?pedes Barsanulfo,Escola Estadual,-5.82812028742891,-35.2477083846312
180,Esc. Est. Uni?o,Escola Estadual,-5.8276940432757,-35.2556708127848
181,Esc. Mun. Prof. Bernardo do Nascimento,Escola Municipal,-5.8246558322398,-35.2537641896348
182,Esc. Est. Prof?. Maria Lu?za Alves Costa,Escola Estadual,-5.82428697231439,-35.2535632601183
183,Irm? Dulce,CMEI,-5.82407730215736,-35.2539649795142
184,Esc. Est. Prof?. Maria Queiroz,Escola Estadual,-5.82331795329847,-35.2544750337513
185,Esc. Est. Clara Camar?o,Escola Estadual,-5.8231318762411,-35.2628926332005
186,Esc. Est. 12 de Outubro,Escola Estadual,-5.81543606369835,-35.2498209925242
187,Esc. Mun. Prof?. Maria Cristina Os?rio Tavares,Escola Municipal,-5.82551587263791,-35.2608063737925
